rodada,ano,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
45,2004,Paysandu,Guarani,Paysandu,4,2
45,2004,Palmeiras,Criciuma,Palmeiras,3,2
45,2004,Parana,Fluminense,Fluminense,0,1
45,2004,Sao Paulo,Flamengo,-,1,1
45,2004,Sao Caetano,Santos,Santos,0,3
45,2004,Botafogo-RJ,Corinthians,Corinthians,1,2
45,2004,Vasco,Athletico-PR,Vasco,1,0
45,2004,Coritiba,Goias,Coritiba,1,0
45,2004,Figueirense,Juventude,Figueirense,1,0
45,2004,Cruzeiro,Vitoria,Cruzeiro,4,0
45,2004,Ponte Preta,Internacional,Internacional,1,2
46,2004,Fluminense,Palmeiras,-,1,1
46,2004,Vitoria,Ponte Preta,Ponte Preta,1,2
46,2004,Criciuma,Coritiba,-,3,3
46,2004,Guarani,Gremio,Guarani,2,0
46,2004,Goias,Sao Paulo,Goias,2,0
46,2004,Atletico-MG,Sao Caetano,Atletico-MG,3,0
46,2004,Flamengo,Cruzeiro,Flamengo,6,2
46,2004,Corinthians,Figueirense,Corinthians,5,2
46,2004,Internacional,Parana,Internacional,2,1
46,2004,Juventude,Paysandu,Paysandu,1,2
46,2004,Athletico-PR,Botafogo-RJ,-,1,1
46,2004,Santos,Vasco,Santos,2,1
1,2005,Parana,Goias,Goias,0,2
1,2005,Atletico-MG,Figueirense,Atletico-MG,4,1
1,2005,Sao Caetano,Palmeiras,-,2,2
1,2005,Flamengo,Cruzeiro,-,1,1
1,2005,Internacional,Botafogo-RJ,Botafogo-RJ,0,2
1,2005,Fortaleza,Coritiba,Coritiba,0,1
1,2005,Fluminense,Sao Paulo,Fluminense,2,1
1,2005,Corinthians,Juventude,-,2,2
1,2005,Athletico-PR,Ponte Preta,Ponte Preta,0,1
1,2005,Brasiliense,Vasco,-,2,2
1,2005,Santos,Paysandu,Santos,4,1
2,2005,Goias,Sao Caetano,-,0,0
2,2005,Vasco,Fortaleza,-,0,0
2,2005,Palmeiras,Brasiliense,Palmeiras,2,1
2,2005,Ponte Preta,Atletico-MG,-,3,3
2,2005,Sao Paulo,Parana,-,1,1
2,2005,Cruzeiro,Internacional,Cruzeiro,3,2
2,2005,Juventude,Athletico-PR,Juventude,1,0
2,2005,Figueirense,Flamengo,Flamengo,0,1
2,2005,Botafogo-RJ,Corinthians,Botafogo-RJ,3,1
2,2005,Coritiba,Santos,Santos,2,3
2,2005,Paysandu,Fluminense,Fluminense,1,2
3,2005,Parana,Juventude,-,2,2
3,2005,Goias,Figueirense,-,0,0
3,2005,Ponte Preta,Paysandu,Ponte Preta,2,0
3,2005,Santos,Athletico-PR,Santos,2,1
3,2005,Internacional,Flamengo,Internacional,1,0
3,2005,Coritiba,Palmeiras,Coritiba,1,0
3,2005,Corinthians,Sao Paulo,Sao Paulo,1,5
3,2005,Fluminense,Cruzeiro,Fluminense,2,1
3,2005,Sao Caetano,Fortaleza,Sao Caetano,2,1
3,2005,Atletico-MG,Brasiliense,Brasiliense,0,1
4,2005,Fortaleza,Ponte Preta,Fortaleza,2,1
4,2005,Botafogo-RJ,Atletico-MG,Botafogo-RJ,2,1
4,2005,Sao Paulo,Coritiba,Sao Paulo,1,0
4,2005,Figueirense,Internacional,Internacional,1,2
4,2005,Cruzeiro,Goias,Cruzeiro,3,1
4,2005,Juventude,Vasco,Juventude,4,1
4,2005,Athletico-PR,Corinthians,Corinthians,1,2
4,2005,Paysandu,Sao Caetano,Paysandu,3,2
4,2005,Palmeiras,Parana,Parana,1,2
4,2005,Flamengo,Santos,Flamengo,2,1
4,2005,Brasiliense,Fluminense,Fluminense,0,3
5,2005,Parana,Ponte Preta,-,1,1
5,2005,Juventude,Paysandu,Juventude,2,0
5,2005,Fortaleza,Brasiliense,Fortaleza,2,0
5,2005,Fluminense,Coritiba,Coritiba,2,4
5,2005,Goias,Botafogo-RJ,Goias,4,0
5,2005,Santos,Atletico-MG,Santos,3,0
5,2005,Sao Caetano,Flamengo,Sao Caetano,1,0
5,2005,Vasco,Sao Paulo,Vasco,3,1
5,2005,Athletico-PR,Internacional,Internacional,1,3
5,2005,Corinthians,Figueirense,Corinthians,2,1
